date_time,place,longitude,latitude,rainfall
20200919_203000, Osaka,135.51833333,34.68166667,0.0
20200919_203000, Sendai,140.89666667,38.26166667,0.0
20200919_203000, Naha,127.68666667,26.20666667,0.0
20200919_203000, Nigata,139.01833333,37.89333333,0.0
20200919_203000, Fukuoka,130.375,33.58166667,0.0
20200919_203000, Tokyo,139.75,35.69166667,0.0
20200919_210000, Naha,127.68666667,26.20666667,0.0
20200919_210000, Nigata,139.01833333,37.89333333,0.0
20200919_210000, Osaka,135.51833333,34.68166667,0.400000005960464
20200919_210000, Tokyo,139.75,35.69166667,0.0
20200919_210000, Sendai,140.89666667,38.26166667,0.0
20200919_210000, Fukuoka,130.375,33.58166667,0.0
20200919_213000, Nigata,139.01833333,37.89333333,0.0
20200919_213000, Osaka,135.51833333,34.68166667,0.400000005960464
20200919_213000, Fukuoka,130.375,33.58166667,0.0
20200919_213000, Naha,127.68666667,26.20666667,0.0
20200919_213000, Tokyo,139.75,35.69166667,0.0
20200919_213000, Sendai,140.89666667,38.26166667,0.0
20200919_220000, Osaka,135.51833333,34.68166667,0.400000005960464
20200919_220000, Naha,127.68666667,26.20666667,0.0
20200919_220000, Fukuoka,130.375,33.58166667,0.0
20200919_220000, Sendai,140.89666667,38.26166667,0.0
20200919_220000, Tokyo,139.75,35.69166667,0.0
20200919_220000, Nigata,139.01833333,37.89333333,0.0
20200919_223000, Tokyo,139.75,35.69166667,0.400000005960464
20200919_223000, Sendai,140.89666667,38.26166667,0.0
20200919_223000, Osaka,135.51833333,34.68166667,0.0
20200919_223000, Naha,127.68666667,26.20666667,0.0
20200919_223000, Fukuoka,130.375,33.58166667,0.0
20200919_230000, Fukuoka,130.375,33.58166667,0.0
20200919_230000, Tokyo,139.75,35.69166667,0.400000005960464
20200919_230000, Nigata,139.01833333,37.89333333,0.0
20200919_230000, Sendai,140.89666667,38.26166667,0.0
20200919_230000, Naha,127.68666667,26.20666667,0.0
20200919_230000, Osaka,135.51833333,34.68166667,0.0
20200919_233000, Tokyo,139.75,35.69166667,0.400000005960464
20200919_233000, Osaka,135.51833333,34.68166667,0.0
20200919_233000, Nigata,139.01833333,37.89333333,0.0
20200919_233000, Fukuoka,130.375,33.58166667,0.0
20200919_233000, Naha,127.68666667,26.20666667,0.0
20200920_000000, Tokyo,139.75,35.69166667,0.400000005960464
20200920_000000, Sendai,140.89666667,38.26166667,0.0
20200920_000000, Naha,127.68666667,26.20666667,0.0
20200920_000000, Nigata,139.01833333,37.89333333,0.0
20200920_000000, Osaka,135.51833333,34.68166667,0.0
20200920_000000, Fukuoka,130.375,33.58166667,0.0
20200920_003000, Fukuoka,130.375,33.58166667,0.0
